sentence,,,,,,,,,,,,,,,,,,,,,,,,,label
hiring new sales brokerage team,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
focusing on sales to entrepreneurial homebuilders and providing subordinated land financing to homebuilders,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Additionally,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
responsible for re-pricing a public bond financing ($7 million USD),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
dismissing the existing advisory investment bank and retaining a new bond investment bank underwriter and issuing the first tranche of bonds during one of the toughest municipal bond markets in the US,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Project value $30 million,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Los Valles Land & Golf,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
a 450-acre/209 home master planned community in Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
We repositioned the development from a typical suburban development into its “highest and best use” as luxury master-planned community with a private golf club by retaining new engineer of record and value engineering the land plan,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Developing a 110% financing capital stack which included raising private equity from a group of High Net Worth Investors,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
securing bank debt,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
mezzanine debt,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
and public bond financing ($70 million USD capital stack),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Project value $250 million USD,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Additional development projects included,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
“Las Lomas” mixed use 900 acre development and “Copa de Oro” 1,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
200 acres golf course and residential development,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
EDUCATION AND QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
B,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
– Kansas State University – Marketing,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas – 1997,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
M,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
B,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
– University of Denver – Emphasis Real Estate Finance,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado – 2003,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Daniels Merit Scholarship,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Burns Real Estate School Scholarship,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Worked for mini-storage developer during MBA,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Founder,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
University of Denver,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East Alumni Chapter,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Founded DU Alumni Chapter which has more than 200 members in GCC countries,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"		SAri A",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
GAdir,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"	PROFESSIONAL Highlights	",,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Accordion Partners	2015 - Current                                                                                                   ",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Independent Advisor – Mergers & Acquisitions (M&A)  		  		    		   Dubai",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
UAE ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Accordion is a New York based boutique advisory that specializes in strategic & corp,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
finance,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
restructuring & reorganization,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
performance improvement and interim management with a particular focus on post-acquisition value creation for portfolio companies of financial investors/ sponsors,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Deutsche Bank                                                                                                                      	2014 –2015",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Director/ Office of the CEO      					                      			       Dubai",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Senior member of the regional management team for Middle East & Africa,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
acting as the Informal Chief of Staff to the CEO and COO ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Duties Include,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Leading special projects & initiatives that  provide operational,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
strategic & analytical support to the CEO,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
COO &  leadership team ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Supporting the leadership team in client & business development with particular emphasis on M&A and IPO related work,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Leading the project oversight of various initiatives related to bank’s Corporate Gov,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
compliance/ regulation and operations,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Bain & Company   	                                                                                                                            	       2012 –2013",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Contractor Advisor - Private Equity and M&A  Focus   / 15 month Advisory Contract     	   		       Dubai",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Engagement manager focused primarily on advising regional and international Private Equity Funds,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
SWFs,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Corporates as well as family groups on Investment due diligence,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
M&A,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Corp Finance,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
performance improvement and operational restructuring ,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Olayan Group   	     2009 –2012",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Director - Private Equity,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Direct Investments & Global Joint Ventures	                                    	      Riyadh",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
KSA,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Senior member of a of a US multi-billion principal investment platform focusing on investments in all sectors and asset classes across the capital structure,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Direct,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Strategic Investments & Internal M&A - MENA,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Asia & Europe ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Developing and consistently revaluating the group’s strategy/ investment thesis ,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Acting as the primary lead on deal sourcing and evaluation ,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Heading the end-to-end M&A deal execution process for all investments & divestitures (i,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
e,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Overseeing investment screening,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
financial & legal due diligence,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
valuation & transaction structure and end term sheets/ SPAs/ SHAs etc),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Raising co-investment capital for direct Investments from institutional partners (i,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
e,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
PE funds,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
SWFs,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Family Groups etc,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Monitoring the investment portfolio and supporting value creation through business development,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
strategy and analytics,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fund & Real Estate Investments- MENA & Asia,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Managing the screening and selection effort of fund managers (GPs)  that align with the group’s Investment strategy ,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Leading the screening,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation and investment in yield generating real estate opportunities across MENA and Asia,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Global Joint Ventures:,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Assisting the head of business development in sourcing strategic alliances/ collaborations with foreign corporates seeking local partners for their MENA market entry,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Booz & Company 									   	        2006 - 2008",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Associate - Private Equity and M&A 	 	                     	      	      	       		Dubai",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Industry generalist advising regional and international Private Equity Funds,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Corporates,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
family groups and governments on a variety of strategy,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Investment management,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
M&A,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Corp,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Finance  and  operational restructuring related engagements,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Dubai Group Holding – Investment Professional -  Private Equity -   Secondment 	    2008",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Seconded for 3 months as a senior investment professional reporting to the CEO & CIO of a division of Dubai Group (UAE Sovereign Wealth Fund) focused on direct Investments and joint ventures in consumer/ retail finance across Emerging Europe,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Asia and MENA,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Offered to join the team full basis post secondment,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"United Nations - UNDP 									       2001 - 2004",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"Program Associate – Microfinance Strategy & Development				 	                New York",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Member of a cross regional & functional internal Microfinance consulting team,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
covering the MENA as well as Central & E,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Education,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Western Ontario - Richard Ivey School of Business -   Canada	       2004 - 2006",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Master of Business Administration (MBA) - Finance ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
"University of British Columbia -   Canada	       1998 - 2003",,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Arts – Interdisciplinary Studies ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Private equity and M&A Deal History,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Value of deal does not necessarily include investment participation    **Deals taken to advanced stages but not completed… ** Portfolio deals are pure M&A,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
SELECTED PRIVATE Equity & PEFORMANCE IMPROVEMENT advisory Engagements ,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
very,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Chief Financial Officer– Investment and Business Development Director,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
10+ years of experience in delivering optimal results and business value in high growth environments,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Expertise in leading & development of businesses,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Devise financial and business initiatives,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Leading enterprise to accelerate breakeven,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fostering customer & vendor Relationships and ignite teams & operations,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Self motivated P&L leader with proven success in transitioning conventional and unconventional strategies into tactical action plans that maximized revenue growth and business development,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Collaboratively work with internal and external stakeholders,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Craft entrepreneurial market approaches and implement strategies that enable rapid growth,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Highly experienced in identifying and analyzing investment opportunities and handling major financial functions,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Successfully meeting diverse challenges including immediate short & long term capability building,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Rich experience in reorganizing,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
streamlining and strengthening operations,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Passionate team leader delivering results with cross functional teams,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Effectively coaching,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
engaging and mentoring team members while keeping in mind both actions and results,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
KEY ACCOMPLISHMENTS ACROSS CAREER SPAN,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Head of Investment and Business Development Department for one of the Qatari Group of Companies (ASGC),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Ensured the Group has successfully established the Pharmaceutical factory specialized in producing generic human medicines,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
also leading other opportunity of building a complete factory for producing different building cabins and fast building techniques,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
in addition to other opportunities in the food and agriculture sector mainly in Africa (Sudan and Ethiopia),,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Worked extensively as CFO for Kuwait Finance & Investment Company,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Managed critical corporate liquidity and liability/asset ratio issues to effectively position the business for success in the midst of the worldwide financial decline,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Managed a large finance team as head of Kuwait Finance’s corporate treasury function in all financial reporting,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
planning,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
and analysis,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
account operations,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
settlements,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
and new business development efforts,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Successfully performed comprehensive analysis and monitored wide-ranging corporate and market financial information as Finance Manager of Kuwait Finance House “Bayt Al Mal Investment Company”  to offer in-depth insight and recommendations to senior management for long and short-term business planning,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Due diligence leader for 2 major acquisitions during my employment at “Kuwait Finance House”,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Leaded audit team of 10 members as a Senior Auditor for Big 4 firm “Ernst & Young”,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Also,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
started my career path as an Associate Accountant in PricewaterhouseCoopers “PwC”,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Professional Experiance,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fawaz Refrigration & Air Conditioning Contracting Company,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
                  Job Title:             Country CFO  - KSA,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain & Qatar ,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Duration:       June 2014 – Present,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fawaz Refrigeration and Air-Conditioning Company was incorporated in 1973 as an Electro-Mechanical Contracting Company in Fawaz Group has three main lines of business - Contracting,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Trading & Facilities Management,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fawaz Group today proudly boasts as a multi-national company with footprints across GCC countries namely Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Oman and Iraq,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fawaz Group UAE is engaged in Supply,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Installation,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Operation,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Servicing & Maintenance of HVAC Systems,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Air-Conditioning,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Plumbing & Fire Fighting Systems,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Electrical & Fire Alarm Systems,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Intelligent Building Systems & Integrated Facility Management Services,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Additionally Fawaz carries out Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Supply & Installation of HVAC Air Ducts & Accessories and also HVAC Pipeworks & Accessories,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Fawaz also provides Work shop services for Steel Fabrication,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Repairing,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Overhauling,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Servicing of Compressors,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Motors,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Rotary Equipment,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Project Equipment & Engineering products and is also specialized in Trading of Engineering Products,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
friend,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
Main accountabilities includes but not limited to the following:,,,,,,,,,,,,,,,,,,,,,,,,,subjective
,,,,,,,,,,,,,,,,,,,,,,,,,
Responsible about Finance,,,,,,,,,,,,,,,,,,,,,,,,,objective
,,,,,,,,,,,,,,,,,,,,,,,,,
